timestamps,TP9,AF7,AF8,TP10,Right AUX
1711168489.128,-3.906,26.367,21.973,20.508,39.551
1711168489.132,43.457,30.762,20.996,24.902,11.230
1711168489.136,44.434,28.320,21.484,43.457,45.898
1711168489.140,4.395,22.949,18.066,27.832,74.707
1711168489.144,-4.883,26.855,16.113,23.438,46.387
1711168489.147,21.973,28.320,17.090,45.898,64.453
1711168489.151,50.781,27.832,19.043,26.367,27.832
1711168489.155,14.160,37.109,17.090,5.371,3.906
1711168489.159,-16.602,34.668,14.648,14.648,35.645
1711168489.163,22.461,27.344,14.160,7.812,68.848
1711168489.167,60.547,27.344,14.160,-6.836,4.883
1711168489.171,38.574,19.531,19.531,-5.371,-47.852
1711168489.175,-20.508,21.484,22.461,0.488,4.395
1711168489.179,-4.395,31.250,20.508,1.953,48.828
1711168489.183,50.781,34.668,16.602,3.906,25.879
1711168489.187,47.363,31.250,18.066,17.578,-0.488
1711168489.190,3.906,27.832,19.043,25.879,0.000
1711168489.194,-7.324,26.855,18.555,10.254,46.387
1711168489.198,38.574,28.809,17.090,0.488,74.219
1711168489.202,52.246,27.344,15.625,13.672,97.168
1711168489.206,-0.488,25.391,16.602,8.301,66.895
1711168489.210,-25.879,23.926,14.648,-4.883,19.043
1711168489.214,17.578,22.949,16.113,5.371,-1.465
1711168489.218,52.246,25.879,18.555,12.207,16.113
1711168489.222,15.137,26.855,16.113,15.625,56.152
1711168489.226,-17.090,29.297,16.113,28.320,34.668
1711168489.230,18.066,29.785,20.996,27.344,31.250
1711168489.233,64.941,30.273,20.508,17.578,60.547
1711168489.237,36.621,26.855,18.066,16.602,66.406
1711168489.241,-16.602,23.926,19.043,17.090,12.695
1711168489.245,0.000,24.902,0.000,21.973,-17.090
1711168489.249,0.000,24.902,0.000,35.645,39.551
1711168489.253,0.000,23.926,0.000,34.180,72.266
1711168489.257,0.000,22.949,0.000,22.461,43.457
1711168489.261,0.000,26.855,0.000,18.555,31.250
1711168489.265,0.000,26.855,0.000,5.371,23.438
1711168489.269,0.000,27.832,0.000,6.836,8.789
1711168489.273,0.000,29.785,0.000,14.648,50.781
1711168489.276,0.000,26.855,0.000,12.207,20.020
1711168489.280,0.000,30.762,0.000,11.719,-20.508
1711168489.284,0.000,31.250,0.000,11.719,13.672
1711168489.288,0.000,25.879,0.000,24.414,23.926
1711168489.292,-12.695,28.809,18.066,28.320,54.199
1711168489.296,20.020,27.832,16.602,28.809,26.855
1711168489.300,59.570,30.273,17.090,22.949,0.977
1711168489.304,41.504,29.297,16.602,9.766,58.594
1711168489.308,-5.371,30.762,16.602,10.742,56.641
1711168489.312,-3.418,31.738,18.555,18.066,32.227
1711168489.316,45.410,28.320,18.555,3.906,4.395
1711168489.319,57.129,31.250,21.484,9.277,-19.043
1711168489.323,7.812,33.691,22.461,37.109,39.551
1711168489.327,-12.207,33.203,23.926,33.203,46.387
1711168489.331,38.086,27.832,24.902,19.043,2.930
1711168489.335,60.059,31.250,25.879,35.156,2.930
1711168489.339,0.000,34.668,25.391,26.855,-0.488
1711168489.343,0.000,31.738,23.926,11.719,-12.207
1711168489.347,0.000,31.250,23.926,13.672,-27.832
1711168489.351,0.000,30.273,20.020,-1.953,-64.453
1711168489.355,0.000,25.879,18.555,3.418,-20.508
1711168489.359,0.000,30.762,20.508,18.066,-12.695
1711168489.362,0.000,36.621,20.996,20.020,3.418
1711168489.366,0.000,29.785,21.973,8.789,33.691
1711168489.370,0.000,28.320,22.461,-0.488,-10.254
1711168489.374,0.000,33.203,19.043,5.371,4.883
1711168489.378,0.000,29.297,19.043,1.953,33.691
1711168489.382,0.000,27.832,21.484,-1.465,73.730
1711168489.386,14.160,29.297,20.996,10.742,79.102
1711168489.390,-24.414,29.785,22.461,14.648,35.156
1711168489.394,15.137,31.738,21.484,16.113,41.504
1711168489.398,52.734,33.203,20.508,16.602,54.199
1711168489.401,20.020,31.250,20.996,9.277,36.621
1711168489.405,-16.113,27.832,21.484,20.020,21.973
1711168489.409,-0.488,24.902,20.508,29.297,33.691
1711168489.413,44.434,23.438,21.484,20.996,71.289
1711168489.417,44.922,31.738,22.949,14.648,86.914
1711168489.421,-0.977,34.668,22.949,19.043,53.223
1711168489.425,-3.906,40.039,21.973,35.645,61.523
1711168489.429,43.457,34.668,20.020,27.344,77.637
1711168489.433,53.711,23.438,19.531,18.066,35.156
1711168489.437,38.574,30.762,18.066,16.602,60.547
1711168489.441,-10.742,37.598,17.578,15.137,49.316
1711168489.444,-16.602,33.203,19.043,16.113,-33.203
1711168489.448,22.461,25.879,20.996,13.184,8.789
1711168489.452,36.621,32.715,21.973,16.113,91.309
1711168489.456,4.395,33.203,21.973,17.578,7.324
1711168489.460,-6.836,33.203,21.484,15.137,26.367
1711168489.464,29.785,36.133,22.949,18.555,75.684
1711168489.468,60.547,29.297,20.996,22.949,-20.996
1711168489.472,25.879,25.879,19.531,8.301,25.391
1711168489.476,-6.348,29.297,20.996,-4.395,83.008
1711168489.480,0.000,31.250,20.996,-1.465,57.129
1711168489.484,0.000,28.320,20.508,6.348,28.320
1711168489.487,0.000,27.344,20.508,17.578,-13.672
1711168489.491,0.000,29.785,20.020,19.043,28.320
1711168489.495,0.000,33.203,20.020,29.785,53.711
1711168489.499,0.000,33.203,20.508,16.602,24.414
1711168489.503,0.000,24.902,20.020,1.953,48.340
1711168489.507,0.000,35.645,19.531,14.160,32.715
1711168489.511,0.000,37.598,23.438,21.973,48.340
1711168489.515,0.000,25.879,26.367,25.879,-4.395
1711168489.519,0.000,31.250,25.391,32.227,-4.883
1711168489.523,0.000,30.273,25.879,32.227,62.500
1711168489.526,-4.395,24.414,25.879,32.227,71.777
1711168489.530,32.715,23.926,23.438,28.320,80.566
1711168489.534,41.992,23.926,24.902,21.484,-9.277
1711168489.538,15.137,24.902,29.297,35.645,-7.324
1711168489.542,-23.438,25.391,30.273,33.691,69.336
1711168489.546,20.020,27.832,27.344,35.645,90.332
1711168489.550,67.871,38.086,26.367,31.738,62.988
1711168489.554,32.227,41.992,23.438,11.230,16.113
1711168489.558,1.953,41.992,17.578,19.531,49.805
1711168489.562,20.996,41.504,16.602,36.133,89.844
1711168489.566,70.312,42.480,16.113,36.621,97.168
1711168489.569,83.008,48.828,13.672,32.715,33.691
1711168489.573,39.062,55.176,10.254,48.340,18.066
1711168489.577,36.621,57.617,7.812,56.641,15.625
1711168489.581,105.469,68.848,6.836,48.340,37.598
1711168489.585,134.766,65.918,3.418,49.316,109.375
1711168489.589,78.125,59.570,0.977,46.387,18.066
1711168489.593,31.250,64.941,0.000,49.805,-21.973
1711168489.597,61.523,66.406,1.953,51.270,50.293
1711168489.601,103.027,67.383,1.465,52.246,17.090
1711168489.605,86.914,71.289,-1.953,65.918,43.945
1711168489.609,33.691,73.242,-1.953,69.824,69.336
1711168489.612,45.898,68.359,-0.977,61.523,53.711
1711168489.616,101.562,65.918,0.977,59.082,27.344
1711168489.620,78.125,66.406,2.441,53.223,-13.672
1711168489.624,20.508,65.918,1.465,54.199,-4.395
1711168489.628,36.621,63.477,2.441,56.641,-23.438
1711168489.632,93.750,63.965,2.441,34.180,40.527
1711168489.636,93.262,64.941,3.418,41.016,60.059
1711168489.640,45.898,59.570,1.953,42.480,-8.789
1711168489.644,35.645,60.059,1.953,18.066,50.781
1711168489.648,87.891,62.988,4.395,27.344,69.336
1711168489.652,100.098,55.664,4.883,34.180,5.371
1711168489.655,45.898,54.688,7.324,33.203,-6.836
1711168489.659,16.602,51.270,9.277,27.344,0.488
1711168489.663,54.688,47.852,10.254,25.391,4.883
1711168489.667,81.055,52.734,8.789,18.555,31.738
1711168489.671,47.363,54.199,8.789,13.672,-4.883
1711168489.675,0.977,45.898,9.766,25.391,21.973
1711168489.679,7.812,42.480,10.254,31.738,103.516
1711168489.683,47.363,46.387,9.277,18.555,77.148
1711168489.687,47.363,41.504,10.742,13.672,36.621
1711168489.691,-29.785,30.273,6.348,-0.488,12.207
1711168489.695,-62.012,33.203,-4.395,-36.133,31.738
1711168489.698,-8.301,37.598,0.977,-42.969,83.008
1711168489.702,-30.762,27.344,6.348,-62.012,2.441
1711168489.706,-104.980,26.367,-3.418,-106.445,-27.832
1711168489.710,-154.297,15.625,-15.137,-138.184,48.828
1711168489.714,-162.598,-0.977,0.000,-184.082,51.270
1711168489.718,-160.156,4.883,0.000,-215.820,44.434
1711168489.722,-208.008,7.324,0.000,-211.426,46.387
1711168489.726,-244.141,4.883,0.000,-206.055,50.781
1711168489.730,-210.938,10.742,0.000,-220.215,12.695
1711168489.734,-163.574,10.254,0.000,-218.262,13.672
1711168489.738,-167.480,12.695,0.000,-208.008,9.277
1711168489.741,-198.242,19.531,0.000,-206.055,-2.930
1711168489.745,-172.363,18.066,0.000,-194.824,23.438
1711168489.749,-104.980,17.090,0.000,-166.016,45.410
1711168489.753,-94.238,23.438,0.000,-141.113,25.879
1711168489.757,-124.023,26.855,0.000,-136.719,-35.156
1711168489.761,-110.840,26.367,-19.043,-111.328,-1.465
1711168489.765,-61.523,31.250,-23.926,-88.867,52.734
1711168489.769,-45.898,45.410,-20.996,-70.801,59.570
1711168489.773,-69.824,36.133,-18.555,-39.551,46.387
1711168489.777,-74.707,26.367,-18.066,-25.391,42.480
1711168489.780,-32.227,29.297,-11.719,-30.273,34.180
1711168489.784,10.254,32.227,-6.348,-19.531,-2.930
1711168489.788,-18.555,37.109,-3.906,-1.953,17.578
1711168489.792,-45.898,31.738,-1.953,-0.488,43.945
1711168489.796,2.930,31.250,2.441,-0.977,37.598
1711168489.800,54.688,32.715,6.836,8.301,27.344
1711168489.804,51.758,33.691,6.348,7.812,24.414
1711168489.808,0.000,35.156,9.766,28.320,34.180
1711168489.812,0.000,32.715,12.207,54.688,33.691
1711168489.816,0.000,37.109,11.719,44.434,26.855
1711168489.819,0.000,41.992,17.090,27.832,25.391
1711168489.823,0.000,33.691,17.090,39.062,40.039
1711168489.827,0.000,36.133,20.020,52.734,83.008
1711168489.831,0.000,39.551,21.484,53.223,104.492
1711168489.835,0.000,33.691,20.508,60.547,64.941
1711168489.839,0.000,30.762,22.949,69.824,47.363
1711168489.843,0.000,28.809,20.508,67.383,79.102
1711168489.847,0.000,29.297,20.020,62.988,85.938
1711168489.851,0.000,30.762,21.484,64.453,126.465
1711168489.855,15.625,33.691,23.438,79.102,79.102
1711168489.858,23.438,33.203,23.926,90.820,-34.180
1711168489.862,76.660,33.203,22.949,94.238,-10.254
1711168489.866,84.473,33.203,23.926,80.078,40.039
1711168489.870,45.898,34.180,22.949,76.660,74.707
1711168489.874,35.156,34.180,22.949,94.238,68.848
1711168489.878,80.566,31.738,21.973,106.445,33.203
1711168489.882,111.328,32.715,23.926,94.727,10.254
1711168489.886,79.590,29.297,24.902,79.590,62.500
1711168489.890,50.293,8.789,25.879,87.402,87.891
1711168489.894,71.777,-11.719,25.879,97.656,25.879
1711168489.898,106.445,-17.578,28.809,88.379,55.176
1711168489.901,135.742,-13.184,38.574,79.102,37.109
1711168489.905,104.004,-3.906,36.621,78.125,-1.465
1711168489.909,61.035,-2.930,34.668,79.590,7.812
1711168489.913,100.098,-3.418,37.598,85.449,2.930
1711168489.917,137.207,0.488,33.691,90.332,20.996
1711168489.921,98.633,-3.906,30.273,79.590,67.383
1711168489.925,62.988,-3.418,34.180,67.871,84.473
1711168489.929,76.660,-0.488,31.738,79.590,24.414
1711168489.933,126.465,1.465,30.762,84.473,-9.766
1711168489.937,117.676,1.953,33.691,76.660,-9.277
1711168489.941,62.988,1.465,34.668,84.473,-10.742
1711168489.944,49.316,1.953,34.180,80.566,41.504
1711168489.948,74.707,3.418,32.227,72.266,38.086
1711168489.952,91.797,6.348,32.715,76.660,-20.508
1711168489.956,47.852,12.695,31.250,80.566,13.184
1711168489.960,14.648,14.648,32.227,86.426,73.242
1711168489.964,60.059,10.742,34.668,93.262,72.266
1711168489.968,91.309,13.184,33.203,84.473,-24.902
1711168489.972,47.852,10.742,33.691,76.660,-22.461
1711168489.976,20.508,7.812,31.250,83.008,63.477
1711168489.980,41.992,14.160,29.785,73.730,64.941
1711168489.984,72.754,12.207,30.273,72.754,48.340
1711168489.987,59.082,9.277,30.273,79.590,73.730
1711168489.991,12.695,14.648,29.297,68.848,21.484
1711168489.995,28.809,15.625,26.855,70.312,7.812
1711168489.999,79.102,20.020,18.066,57.617,81.543
1711168490.003,75.195,23.438,16.602,40.527,29.297
1711168490.007,38.574,25.879,18.066,45.410,-1.465
1711168490.011,29.297,33.691,12.207,51.758,46.875
1711168490.015,90.332,39.551,10.254,56.152,18.555
1711168490.019,121.582,34.668,16.113,61.523,-9.766
1711168490.023,50.293,34.180,18.066,65.430,29.297
1711168490.027,20.020,33.691,19.531,67.871,44.922
1711168490.030,73.730,33.691,21.484,54.688,6.836
1711168490.034,108.887,34.180,17.578,45.898,27.832
1711168490.038,72.754,33.203,16.113,55.176,12.207
1711168490.042,36.621,34.668,15.625,61.523,-4.395
1711168490.046,57.617,34.668,16.602,57.617,-47.852
1711168490.050,86.426,34.180,18.555,46.387,-22.949
1711168490.054,73.242,29.785,18.555,53.711,28.320
1711168490.058,38.086,30.273,16.113,57.617,7.812
1711168490.062,37.598,32.227,15.625,49.316,41.992
1711168490.066,81.055,30.762,19.043,43.945,61.035
1711168490.069,85.449,26.855,18.066,51.270,56.641
1711168490.073,29.297,12.695,19.043,55.664,9.766
1711168490.077,14.648,-1.953,20.508,43.945,-13.184
1711168490.081,62.012,-0.488,18.555,46.387,33.203
1711168490.085,81.543,2.441,20.508,53.711,39.062
1711168490.089,43.457,3.418,20.020,47.852,32.227
1711168490.093,15.625,4.395,20.508,48.340,58.105
1711168490.097,50.781,4.395,23.926,49.316,69.824
1711168490.101,82.520,3.906,21.484,38.574,64.453
1711168490.105,52.734,10.254,19.531,38.086,8.789
1711168490.109,5.371,13.672,19.043,38.086,-13.184
1711168490.112,35.156,13.184,17.578,36.133,9.766
1711168490.116,95.215,15.137,17.090,28.320,44.922
1711168490.120,73.730,17.578,18.066,23.438,58.594
1711168490.124,19.531,25.391,18.066,31.250,21.484
1711168490.128,25.391,17.578,17.090,26.367,40.527
1711168490.132,74.219,14.160,20.020,27.344,56.152
1711168490.136,72.266,21.973,19.043,31.738,-2.930
1711168490.140,32.227,24.414,18.066,32.715,-0.977
1711168490.144,7.812,21.973,21.973,47.363,41.016
1711168490.148,32.227,17.090,23.926,40.527,77.148
1711168490.152,62.012,17.578,22.461,25.391,97.656
1711168490.155,24.902,19.043,20.020,32.227,30.273
1711168490.159,-9.766,19.043,17.090,32.715,43.457
1711168490.163,20.996,17.578,20.508,28.809,32.715
1711168490.167,61.035,23.926,21.973,30.762,33.203
1711168490.171,36.621,23.926,22.949,33.203,66.406
1711168490.175,-0.488,13.672,25.879,36.133,20.996
1711168490.179,14.160,20.020,20.996,25.879,21.973
1711168490.183,51.758,24.414,17.578,24.902,46.387
1711168490.187,41.992,15.625,19.531,30.762,42.480
1711168490.191,5.371,16.113,20.996,23.438,63.965
1711168490.195,0.488,19.043,19.531,20.508,16.602
1711168490.198,41.992,21.484,18.555,22.949,24.414
1711168490.202,64.453,24.414,20.508,16.602,62.500
1711168490.206,20.508,22.949,19.531,17.578,52.246
1711168490.210,-1.465,20.508,17.578,30.273,22.461
1711168490.214,41.992,20.996,19.043,20.020,0.488
1711168490.218,72.754,20.996,17.578,6.836,9.277
1711168490.222,30.762,20.020,16.602,21.484,39.062
1711168490.226,-16.113,20.020,18.066,18.555,58.594
1711168490.230,0.000,21.973,17.090,14.648,48.340
1711168490.234,0.000,21.484,16.113,21.973,41.504
1711168490.238,0.000,22.949,17.090,22.461,10.254
1711168490.241,0.000,25.879,19.531,26.367,36.133
1711168490.245,0.000,25.391,22.461,29.297,42.969
1711168490.249,0.000,28.809,24.902,24.414,-11.230
1711168490.253,0.000,26.367,22.949,23.926,-49.316
1711168490.257,0.000,30.273,20.996,29.785,-14.160
1711168490.261,0.000,28.809,20.996,28.809,118.652
1711168490.265,0.000,20.508,21.973,30.762,110.352
1711168490.269,0.000,26.855,21.973,42.480,21.973
1711168490.273,0.000,27.344,21.484,40.039,35.645
1711168490.277,-27.344,26.855,22.949,23.438,52.246
1711168490.281,34.668,28.809,22.461,13.184,52.734
1711168490.284,52.734,28.809,21.484,7.324,24.902
